1 -2  1 0
8568 -1.9970141  0.99923768 2614
8569 -1.9970144  0.99923776 2614
8570 -1.9970148  0.99923785 2614
8571 -1.9970151  0.99923794 2614
8572 -1.9970155  0.99923803 2614
8573 -1.9970158  0.99923812 2614
8574 -1.9970161  0.99923821 2614
8575 -1.9970165  0.9992383 2614
8576 -1.9970168  0.99923839 2614
8577 -1.9970172  0.99923847 2614
8578 -1.9970175  0.99923856 2614
8579 -1.9970179  0.99923865 2614
8580 -1.9970182  0.99923874 2614
8581 -1.9970186  0.99923883 2614
8582 -1.9970189  0.99923892 2614
8583 -1.9970193  0.99923901 2614
8584 -1.9970196  0.9992391 2614
8585 -1.99702  0.99923918 2614
8586 -1.9970203  0.99923927 2614
8587 -1.9970207  0.99923936 2614
8588 -1.997021  0.99923945 2614
8589 -1.9970214  0.99923954 2614
8590 -1.9970217  0.99923963 2614
8591 -1.9970221  0.99923972 2614
8592 -1.9970224  0.9992398 2614
8593 -1.9970227  0.99923989 2614
8594 -1.9970231  0.99923998 2614
8595 -1.9970234  0.99924007 2614
8596 -1.997023  0.99923997 2615
8597 -1.997022  0.99923972 2616
8598 -1.9970224  0.99923981 2616
8599 -1.997022  0.99923973 2617
8600 -1.9970224  0.99923981 2618
8601 -1.9970227  0.9992399 2618
8602 -1.997023  0.99923998 2618
8603 -1.9970234  0.99924007 2618
8604 -1.9970237  0.99924016 2618
8605 -1.9970241  0.99924025 2618
8606 -1.9970244  0.99924034 2618
8607 -1.9970248  0.99924043 2618
8608 -1.9970251  0.99924051 2618
8609 -1.9970255  0.9992406 2618
8610 -1.9970258  0.99924069 2618
8611 -1.9970262  0.99924078 2618
8612 -1.9970265  0.99924087 2618
8613 -1.9970268  0.99924096 2618
8614 -1.9970272  0.99924104 2618
8615 -1.9970275  0.99924113 2618
8616 -1.9970279  0.99924122 2618
8617 -1.9970282  0.99924131 2618
8618 -1.9970286  0.9992414 2618
8619 -1.9970289  0.99924148 2618
8620 -1.9970293  0.99924157 2618
8621 -1.9970296  0.99924166 2618
8622 -1.99703  0.99924175 2618
8623 -1.9970296  0.99924166 2620
8624 -1.9970299  0.99924175 2620
8625 -1.9970295  0.99924165 2622
8626 -1.9970299  0.99924174 2622
8627 -1.9970302  0.99924183 2622
8628 -1.9970306  0.99924191 2622
8629 -1.9970309  0.999242 2622
8630 -1.9970313  0.99924209 2622
8631 -1.9970316  0.99924218 2622
8632 -1.997032  0.99924227 2622
8633 -1.9970323  0.99924235 2622
8634 -1.9970326  0.99924244 2622
8635 -1.997033  0.99924253 2622
8636 -1.9970333  0.99924262 2622
8637 -1.9970337  0.9992427 2622
8638 -1.997034  0.99924279 2622
8639 -1.9970344  0.99924288 2622
8640 -1.9970347  0.99924297 2622
8641 -1.997035  0.99924305 2622
8642 -1.9970354  0.99924314 2622
8643 -1.9970357  0.99924323 2622
8644 -1.9970344  0.9992429 2623
8645 -1.9970342  0.99924284 2624
8646 -1.9970345  0.99924293 2624
8647 -1.9970349  0.99924302 2624
8648 -1.9970352  0.99924311 2624
8649 -1.9970355  0.99924319 2624
8650 -1.9970354  0.99924317 2625
8651 -1.9970335  0.99924268 2625
8652 -1.9970324  0.99924241 2626
8653 -1.9970327  0.9992425 2626
8654 -1.9970331  0.99924259 2626
8655 -1.9970334  0.99924267 2626
8656 -1.9970338  0.99924276 2626
8657 -1.9970341  0.99924285 2626
8658 -1.9970344  0.99924294 2626
8659 -1.9970348  0.99924302 2626
8660 -1.9970351  0.99924311 2626
8661 -1.9970332  0.99924263 2627
8662 -1.9970312  0.99924214 2627
8663 -1.9970315  0.9992422 2628
8664 -1.9970318  0.99924229 2628
8665 -1.9970322  0.99924238 2628
8666 -1.9970325  0.99924247 2628
8667 -1.9970328  0.99924255 2628
8668 -1.9970332  0.99924264 2628
8669 -1.9970335  0.99924273 2628
8670 -1.9970339  0.99924282 2628
8671 -1.9970342  0.9992429 2628
8672 -1.9970346  0.99924299 2628
8673 -1.9970333  0.99924267 2630
8674 -1.9970336  0.99924276 2630
8675 -1.997034  0.99924285 2630
8676 -1.9970343  0.99924293 2630
8677 -1.997033  0.99924261 2631
8678 -1.9970311  0.99924213 2631
8679 -1.9970291  0.99924164 2631
8680 -1.9970271  0.99924115 2631
8681 -1.9970252  0.99924067 2632
8682 -1.9970256  0.99924076 2632
8683 -1.9970259  0.99924085 2632
8684 -1.9970263  0.99924094 2632
8685 -1.9970266  0.99924102 2632
8686 -1.9970266  0.99924103 2634
8687 -1.9970269  0.99924111 2634
8688 -1.9970273  0.9992412 2634
8689 -1.9970274  0.99924122 2635
8690 -1.997027  0.99924113 2636
8691 -1.9970273  0.99924122 2636
8692 -1.9970277  0.9992413 2636
8693 -1.997028  0.99924139 2636
8694 -1.9970283  0.99924148 2636
8695 -1.9970287  0.99924156 2636
8696 -1.997029  0.99924165 2636
8697 -1.9970294  0.99924174 2636
8698 -1.9970297  0.99924183 2636
8699 -1.9970301  0.99924191 2636
8700 -1.9970304  0.999242 2636
8701 -1.9970299  0.99924187 2637
8702 -1.9970265  0.99924103 2639
8703 -1.9970255  0.99924077 2640
8704 -1.9970258  0.99924086 2640
8705 -1.9970261  0.99924094 2640
8706 -1.9970265  0.99924103 2640
8707 -1.9970268  0.99924112 2640
8708 -1.9970272  0.9992412 2640
8709 -1.9970275  0.99924129 2640
8710 -1.9970278  0.99924138 2640
8711 -1.9970282  0.99924147 2640
8712 -1.9970285  0.99924155 2640
8713 -1.9970261  0.99924078 2644
8714 -1.9970264  0.99924087 2644
8715 -1.9970268  0.99924096 2644
8716 -1.9970271  0.99924104 2644
8717 -1.9970275  0.99924113 2644
8718 -1.9970278  0.99924122 2644
8719 -1.9970282  0.9992413 2644
8720 -1.9970285  0.99924139 2644
8721 -1.9970286  0.99924143 2646
8722 -1.997029  0.99924152 2646
8723 -1.9970293  0.99924161 2646
8724 -1.9970297  0.99924169 2646
8725 -1.99703  0.99924178 2646
8726 -1.9970303  0.99924187 2646
8727 -1.9970307  0.99924195 2646
8728 -1.997031  0.99924204 2646
8729 -1.9970314  0.99924213 2646
8730 -1.9970317  0.99924221 2646
8731 -1.997032  0.9992423 2646
8732 -1.9970324  0.99924239 2646
8733 -1.9970327  0.99924247 2646
8734 -1.9970331  0.99924256 2646
8735 -1.9970334  0.99924265 2646
8736 -1.9970337  0.99924273 2646
8737 -1.9970341  0.99924282 2646
8738 -1.9970344  0.99924291 2646
8739 -1.9970348  0.99924299 2646
8740 -1.9970351  0.99924308 2646
8741 -1.9970354  0.99924317 2646
8742 -1.9970358  0.99924325 2646
8743 -1.9970361  0.99924334 2646
8744 -1.9970365  0.99924343 2646
8745 -1.9970368  0.99924351 2646
8746 -1.9970371  0.9992436 2646
8747 -1.9970375  0.99924369 2646
8748 -1.9970378  0.99924377 2646
8749 -1.9970382  0.99924386 2646
8750 -1.9970385  0.99924395 2646
8751 -1.9970388  0.99924403 2646
8752 -1.9970392  0.99924412 2646
8753 -1.9970395  0.9992442 2646
8754 -1.9970398  0.99924429 2646
8755 -1.9970402  0.99924438 2646
8756 -1.9970405  0.99924446 2646
8757 -1.9970409  0.99924455 2646
8758 -1.9970412  0.99924464 2646
8759 -1.9970415  0.99924472 2646
8760 -1.9970419  0.99924481 2646
8761 -1.9970422  0.99924489 2646
8762 -1.997041  0.99924458 2649
8763 -1.9970396  0.99924422 2652
8764 -1.9970399  0.9992443 2652
8765 -1.9970392  0.99924413 2653
8766 -1.9970373  0.99924364 2653
8767 -1.9970364  0.99924342 2654
8768 -1.9970367  0.99924351 2654
8769 -1.9970371  0.9992436 2654
8770 -1.997037  0.99924358 2655
8771 -1.9970356  0.99924322 2658
8772 -1.9970359  0.9992433 2658
8773 -1.9970362  0.99924339 2658
8774 -1.9970366  0.99924348 2658
8775 -1.9970369  0.99924356 2658
8776 -1.9970359  0.99924332 2660
8777 -1.9970363  0.99924341 2660
8778 -1.9970366  0.9992435 2660
8779 -1.997037  0.99924358 2660
8780 -1.9970373  0.99924367 2660
8781 -1.9970376  0.99924375 2660
8782 -1.997038  0.99924384 2660
8783 -1.9970383  0.99924393 2660
8784 -1.9970386  0.99924401 2660
8785 -1.997039  0.9992441 2660
8786 -1.9970393  0.99924417 2661
8787 -1.9970377  0.99924378 2662
8788 -1.997038  0.99924387 2662
8789 -1.9970384  0.99924396 2662
8790 -1.9970387  0.99924404 2662
8791 -1.9970391  0.99924413 2662
8792 -1.9970372  0.99924367 2664
8793 -1.9970339  0.99924286 2667
8794 -1.9970326  0.99924251 2668
8795 -1.9970329  0.9992426 2668
8796 -1.9970333  0.99924269 2668
8797 -1.9970336  0.99924277 2668
8798 -1.9970339  0.99924286 2668
8799 -1.9970343  0.99924295 2668
8800 -1.9970346  0.99924303 2668
8801 -1.9970349  0.99924312 2668
8802 -1.9970353  0.9992432 2668
8803 -1.9970356  0.99924329 2668
8804 -1.9970351  0.99924315 2670
8805 -1.9970354  0.99924324 2670
8806 -1.9970357  0.99924332 2670
8807 -1.9970361  0.99924341 2670
8808 -1.9970364  0.9992435 2670
8809 -1.9970367  0.99924358 2670
8810 -1.9970371  0.99924367 2670
8811 -1.9970374  0.99924375 2670
8812 -1.9970377  0.99924384 2670
8813 -1.9970367  0.99924358 2671
8814 -1.9970369  0.99924362 2672
8815 -1.9970372  0.99924371 2672
8816 -1.9970375  0.99924379 2672
8817 -1.9970379  0.99924388 2672
8818 -1.9970382  0.99924396 2672
8819 -1.9970385  0.99924405 2672
8820 -1.9970389  0.99924414 2672
8821 -1.9970392  0.99924422 2672
8822 -1.9970395  0.99924431 2672
8823 -1.9970399  0.99924439 2672
8824 -1.99704  0.99924443 2674
8825 -1.9970404  0.99924452 2674
8826 -1.9970407  0.9992446 2674
8827 -1.997041  0.99924469 2674
8828 -1.9970414  0.99924477 2674
8829 -1.9970417  0.99924486 2674
8830 -1.997042  0.99924494 2674
8831 -1.9970424  0.99924503 2674
8832 -1.9970427  0.99924511 2674
8833 -1.997043  0.9992452 2674
8834 -1.9970416  0.99924483 2675
8835 -1.9970409  0.99924466 2678
8836 -1.9970412  0.99924474 2678
8837 -1.9970415  0.99924483 2678
8838 -1.9970419  0.99924491 2678
8839 -1.9970422  0.999245 2678
8840 -1.9970425  0.99924508 2678
8841 -1.9970429  0.99924517 2678
8842 -1.9970432  0.99924525 2678
8843 -1.9970435  0.99924534 2678
8844 -1.9970439  0.99924542 2678
8845 -1.9970442  0.99924551 2678
8846 -1.9970445  0.9992456 2678
8847 -1.9970449  0.99924568 2678
8848 -1.9970447  0.99924565 2679
8849 -1.9970445  0.99924559 2680
8850 -1.9970448  0.99924568 2680
8851 -1.997045  0.99924572 2681
8852 -1.9970431  0.99924524 2681
8853 -1.9970419  0.99924496 2682
8854 -1.9970423  0.99924504 2682
8855 -1.9970426  0.99924513 2682
8856 -1.9970429  0.99924521 2682
8857 -1.9970433  0.9992453 2682
8858 -1.9970436  0.99924538 2682
8859 -1.9970439  0.99924547 2682
8860 -1.9970443  0.99924555 2682
8861 -1.9970444  0.99924558 2683
8862 -1.9970424  0.9992451 2683
8863 -1.9970417  0.99924491 2684
8864 -1.997042  0.999245 2684
8865 -1.9970423  0.99924508 2684
8866 -1.9970427  0.99924517 2684
8867 -1.997043  0.99924525 2684
8868 -1.9970433  0.99924534 2684
8869 -1.9970437  0.99924542 2684
8870 -1.997044  0.99924551 2684
8871 -1.9970441  0.99924553 2686
8872 -1.9970444  0.99924562 2686
8873 -1.9970448  0.9992457 2686
8874 -1.9970451  0.99924579 2686
8875 -1.9970454  0.99924587 2686
8876 -1.9970441  0.99924554 2687
8877 -1.9970422  0.99924506 2687
8878 -1.9970394  0.99924417 2688
8879 -1.997037  0.99924342 2689
8880 -1.9970351  0.99924294 2689
8881 -1.9970351  0.99924295 2690
8882 -1.9970354  0.99924304 2690
8883 -1.9970358  0.99924312 2690
8884 -1.9970361  0.99924321 2690
8885 -1.9970364  0.99924329 2690
8886 -1.9970368  0.99924338 2690
8887 -1.9970371  0.99924346 2690
8888 -1.9970374  0.99924355 2690
8889 -1.9970378  0.99924363 2690
8890 -1.9970381  0.99924372 2690
8891 -1.9970384  0.9992438 2690
8892 -1.9970388  0.99924389 2690
8893 -1.9970391  0.99924397 2690
8894 -1.9970394  0.99924406 2690
8895 -1.9970398  0.99924414 2690
8896 -1.9970401  0.99924423 2690
8897 -1.9970404  0.99924431 2690
8898 -1.9970408  0.9992444 2690
8899 -1.9970411  0.99924448 2690
8900 -1.9970414  0.99924457 2690
8901 -1.9970418  0.99924465 2690
8902 -1.9970421  0.99924474 2690
8903 -1.9970424  0.99924482 2690
8904 -1.9970427  0.99924491 2690
8905 -1.9970431  0.99924499 2690
8906 -1.9970434  0.99924508 2690
8907 -1.9970437  0.99924516 2690
8908 -1.9970441  0.99924525 2690
8909 -1.9970444  0.99924533 2690
8910 -1.9970447  0.99924542 2690
8911 -1.9970451  0.9992455 2690
8912 -1.9970454  0.99924558 2690
8913 -1.9970457  0.99924567 2690
8914 -1.9970456  0.99924565 2692
8915 -1.9970454  0.9992456 2693
8916 -1.9970456  0.99924565 2694
8917 -1.997046  0.99924574 2694
8918 -1.9970463  0.99924582 2694
8919 -1.9970466  0.99924591 2694
8920 -1.997047  0.99924599 2694
8921 -1.9970473  0.99924608 2694
8922 -1.9970476  0.99924616 2694
8923 -1.997048  0.99924624 2694
8924 -1.9970483  0.99924633 2694
8925 -1.9970486  0.99924641 2694
8926 -1.997049  0.9992465 2694
8927 -1.9970493  0.99924658 2694
8928 -1.9970496  0.99924667 2694
8929 -1.9970499  0.99924675 2694
8930 -1.9970503  0.99924684 2694
8931 -1.9970506  0.99924692 2694
8932 -1.9970509  0.999247 2694
8933 -1.9970513  0.99924709 2694
8934 -1.9970516  0.99924717 2695
8935 -1.9970497  0.99924669 2695
8936 -1.9970478  0.99924622 2695
8937 -1.9970456  0.99924561 2696
8938 -1.9970454  0.99924551 2698
8939 -1.9970457  0.9992456 2698
8940 -1.997046  0.99924568 2698
8941 -1.9970464  0.99924577 2698
8942 -1.9970467  0.99924585 2698
8943 -1.997047  0.99924593 2698
8944 -1.9970474  0.99924602 2698
8945 -1.9970477  0.9992461 2698
8946 -1.997048  0.99924619 2698
8947 -1.9970483  0.99924627 2698
8948 -1.9970487  0.99924636 2698
8949 -1.9970474  0.99924603 2699
8950 -1.9970472  0.999246 2700
8951 -1.9970476  0.99924609 2700
8952 -1.9970466  0.99924584 2701
8953 -1.9970447  0.99924536 2701
8954 -1.9970438  0.99924516 2702
8955 -1.9970442  0.99924524 2702
8956 -1.9970445  0.99924533 2702
8957 -1.9970448  0.99924541 2702
8958 -1.9970452  0.9992455 2702
8959 -1.9970455  0.99924558 2702
8960 -1.9970458  0.99924567 2702
8961 -1.9970462  0.99924575 2702
8962 -1.9970445  0.99924534 2705
8963 -1.9970419  0.99924469 2707
8964 -1.9970409  0.99924444 2708
8965 -1.9970412  0.99924452 2708
8966 -1.9970415  0.9992446 2708
8967 -1.9970419  0.99924469 2708
8968 -1.9970422  0.99924477 2708
8969 -1.9970425  0.99924486 2708
8970 -1.997042  0.99924472 2710
8971 -1.9970423  0.99924481 2710
8972 -1.9970426  0.99924489 2710
8973 -1.997043  0.99924498 2710
8974 -1.9970433  0.99924506 2710
8975 -1.9970436  0.99924514 2710
8976 -1.997044  0.99924523 2710
8977 -1.9970443  0.99924531 2710
8978 -1.9970446  0.9992454 2710
8979 -1.997045  0.99924548 2710
8980 -1.9970453  0.99924556 2710
8981 -1.9970456  0.99924565 2710
8982 -1.9970457  0.99924567 2711
8983 -1.9970454  0.99924559 2712
8984 -1.9970457  0.99924567 2712
8985 -1.997046  0.99924576 2712
8986 -1.997046  0.99924576 2713
8987 -1.9970441  0.99924529 2713
8988 -1.9970422  0.99924481 2713
8989 -1.9970416  0.99924466 2714
8990 -1.9970419  0.99924474 2714
8991 -1.9970423  0.99924483 2714
8992 -1.9970426  0.99924491 2714
8993 -1.9970429  0.999245 2714
8994 -1.9970432  0.99924508 2714
8995 -1.9970436  0.99924516 2714
8996 -1.9970439  0.99924525 2714
8997 -1.9970442  0.99924533 2714
8998 -1.997044  0.99924528 2716
8999 -1.9970444  0.99924536 2716
9000 -1.9970447  0.99924545 2716
9001 -1.997045  0.99924553 2716
9002 -1.9970453  0.99924562 2716
9003 -1.9970457  0.9992457 2716
9004 -1.9970459  0.99924577 2718
9005 -1.9970463  0.99924586 2718
9006 -1.9970466  0.99924594 2718
9007 -1.9970469  0.99924602 2718
9008 -1.9970473  0.99924611 2718
9009 -1.9970476  0.99924619 2718
9010 -1.9970479  0.99924627 2718
9011 -1.9970482  0.99924635 2719
9012 -1.9970483  0.99924637 2720
9013 -1.997048  0.9992463 2722
9014 -1.9970483  0.99924639 2722
9015 -1.9970487  0.99924647 2722
9016 -1.997049  0.99924655 2722
9017 -1.9970493  0.99924664 2722
9018 -1.9970496  0.99924672 2722
9019 -1.997048  0.99924631 2723
9020 -1.9970468  0.99924601 2724
9021 -1.9970471  0.9992461 2724
9022 -1.9970475  0.99924618 2724
9023 -1.9970478  0.99924627 2724
9024 -1.9970469  0.99924605 2725
9025 -1.997045  0.99924558 2725
9026 -1.9970432  0.99924511 2725
9027 -1.9970413  0.99924464 2725
9028 -1.9970394  0.99924417 2725
9029 -1.9970383  0.9992439 2726
9030 -1.9970382  0.99924389 2727
9031 -1.9970364  0.99924342 2728
9032 -1.9970367  0.99924351 2728
9033 -1.997037  0.99924359 2728
9034 -1.9970374  0.99924368 2728
9035 -1.9970377  0.99924376 2728
9036 -1.997038  0.99924384 2728
9037 -1.9970383  0.99924393 2728
9038 -1.9970387  0.99924401 2728
9039 -1.997039  0.99924409 2728
9040 -1.9970393  0.99924418 2728
9041 -1.9970396  0.99924426 2728
9042 -1.99704  0.99924434 2728
9043 -1.9970403  0.99924443 2728
9044 -1.9970406  0.99924451 2728
9045 -1.997041  0.9992446 2728
9046 -1.9970413  0.99924468 2728
9047 -1.9970416  0.99924476 2728
9048 -1.9970419  0.99924485 2728
9049 -1.9970423  0.99924493 2728
9050 -1.9970426  0.99924501 2728
9051 -1.9970429  0.9992451 2728
9052 -1.9970432  0.99924518 2728
9053 -1.9970436  0.99924526 2728
9054 -1.9970439  0.99924535 2728
9055 -1.9970442  0.99924543 2728
9056 -1.9970445  0.99924551 2728
9057 -1.997043  0.99924513 2729
9058 -1.9970419  0.99924486 2730
9059 -1.9970423  0.99924495 2730
9060 -1.9970426  0.99924503 2730
9061 -1.9970429  0.99924511 2730
9062 -1.9970432  0.9992452 2730
9063 -1.9970436  0.99924528 2730
9064 -1.9970439  0.99924536 2730
9065 -1.9970442  0.99924545 2730
9066 -1.9970445  0.99924553 2730
9067 -1.9970449  0.99924561 2730
9068 -1.9970452  0.9992457 2730
9069 -1.9970455  0.99924578 2730
9070 -1.9970459  0.99924586 2730
9071 -1.9970462  0.99924595 2730
9072 -1.9970456  0.99924582 2731
9073 -1.9970441  0.99924542 2733
9074 -1.9970432  0.9992452 2734
9075 -1.9970435  0.99924528 2734
9076 -1.9970438  0.99924536 2734
9077 -1.9970441  0.99924545 2734
9078 -1.9970445  0.99924553 2734
9079 -1.9970448  0.99924561 2734
9080 -1.9970451  0.99924569 2736
9081 -1.9970454  0.99924577 2736
9082 -1.9970457  0.99924585 2736
9083 -1.9970461  0.99924594 2736
9084 -1.9970464  0.99924602 2736
9085 -1.9970467  0.9992461 2736
9086 -1.997047  0.99924619 2736
9087 -1.9970474  0.99924627 2736
9088 -1.9970465  0.99924605 2737
9089 -1.9970446  0.99924558 2737
9090 -1.9970427  0.99924511 2737
9091 -1.9970403  0.99924436 2738
9092 -1.9970385  0.99924374 2740
9093 -1.9970388  0.99924382 2740
9094 -1.9970391  0.99924391 2740
9095 -1.9970395  0.99924399 2740
9096 -1.9970398  0.99924407 2740
9097 -1.9970401  0.99924416 2740
9098 -1.9970404  0.99924424 2740
9099 -1.9970408  0.99924432 2740
9100 -1.9970411  0.99924441 2740
9101 -1.9970414  0.99924449 2740
9102 -1.9970412  0.99924443 2741
9103 -1.9970414  0.9992445 2743
9104 -1.9970396  0.99924404 2743
9105 -1.9970377  0.99924357 2743
9106 -1.9970358  0.9992431 2743
9107 -1.997034  0.99924264 2743
9108 -1.9970323  0.99924222 2745
9109 -1.9970318  0.99924211 2746
9110 -1.9970322  0.99924219 2746
9111 -1.9970316  0.99924205 2748
9112 -1.9970319  0.99924214 2748
9113 -1.9970322  0.99924222 2748
9114 -1.9970326  0.9992423 2748
9115 -1.9970325  0.99924229 2750
9116 -1.9970328  0.99924237 2750
9117 -1.9970332  0.99924246 2750
9118 -1.9970335  0.99924254 2750
9119 -1.9970338  0.99924262 2750
9120 -1.9970341  0.9992427 2750
9121 -1.9970345  0.99924279 2750
9122 -1.9970344  0.99924278 2751
9123 -1.9970334  0.99924254 2752
9124 -1.9970338  0.99924262 2752
9125 -1.9970341  0.9992427 2752
9126 -1.9970344  0.99924279 2752
9127 -1.9970347  0.99924287 2753
9128 -1.9970338  0.99924263 2754
9129 -1.9970341  0.99924271 2754
9130 -1.9970344  0.9992428 2754
9131 -1.9970348  0.99924288 2754
9132 -1.9970351  0.99924296 2754
9133 -1.9970354  0.99924304 2754
9134 -1.9970357  0.99924313 2754
9135 -1.9970361  0.99924321 2754
9136 -1.9970364  0.99924329 2754
9137 -1.9970367  0.99924338 2754
9138 -1.997037  0.99924346 2754
9139 -1.9970351  0.99924297 2757
9140 -1.9970332  0.99924251 2757
9141 -1.9970313  0.99924204 2757
9142 -1.9970315  0.99924207 2758
9143 -1.9970318  0.99924216 2758
9144 -1.9970321  0.99924224 2758
9145 -1.9970319  0.9992422 2760
9146 -1.9970323  0.99924228 2760
9147 -1.9970326  0.99924236 2760
9148 -1.9970329  0.99924245 2760
9149 -1.9970332  0.99924253 2760
9150 -1.9970317  0.99924216 2761
9151 -1.9970316  0.99924213 2762
9152 -1.9970305  0.99924184 2763
9153 -1.9970286  0.99924138 2763
9154 -1.9970285  0.99924136 2764
9155 -1.9970288  0.99924144 2764
9156 -1.9970292  0.99924152 2764
9157 -1.9970295  0.9992416 2764
9158 -1.9970298  0.99924169 2764
9159 -1.9970301  0.99924177 2764
9160 -1.9970305  0.99924185 2764
9161 -1.9970308  0.99924194 2764
9162 -1.9970311  0.99924202 2764
9163 -1.9970314  0.9992421 2764
9164 -1.9970317  0.99924218 2764
9165 -1.9970308  0.99924194 2765
9166 -1.9970302  0.99924179 2766
9167 -1.9970305  0.99924187 2766
9168 -1.9970308  0.99924196 2766
9169 -1.9970311  0.99924204 2766
9170 -1.9970315  0.99924212 2766
9171 -1.9970318  0.99924221 2766
9172 -1.9970304  0.99924186 2767
9173 -1.9970297  0.99924168 2768
9174 -1.99703  0.99924176 2768
9175 -1.9970303  0.99924185 2768
9176 -1.9970306  0.99924193 2768
9177 -1.997031  0.99924201 2768
9178 -1.9970313  0.99924209 2768
9179 -1.9970316  0.99924218 2768
9180 -1.9970311  0.99924204 2769
9181 -1.9970292  0.99924158 2769
9182 -1.997027  0.99924102 2771
9183 -1.9970254  0.99924063 2772
9184 -1.9970257  0.99924071 2772
9185 -1.997026  0.99924079 2772
9186 -1.9970264  0.99924088 2772
9187 -1.9970267  0.99924096 2772
9188 -1.997027  0.99924104 2772
9189 -1.9970273  0.99924112 2772
9190 -1.9970277  0.99924121 2772
9191 -1.997028  0.99924129 2772
9192 -1.9970283  0.99924137 2772
9193 -1.9970286  0.99924145 2772
9194 -1.997029  0.99924154 2772
9195 -1.9970293  0.99924162 2772
9196 -1.9970274  0.99924115 2774
9197 -1.9970262  0.99924086 2776
9198 -1.9970266  0.99924095 2776
9199 -1.9970269  0.99924103 2776
9200 -1.9970272  0.99924111 2776
9201 -1.9970275  0.99924119 2776
9202 -1.9970279  0.99924127 2776
9203 -1.9970282  0.99924136 2776
9204 -1.9970285  0.99924144 2776
9205 -1.9970288  0.99924152 2776
9206 -1.9970291  0.9992416 2776
9207 -1.9970295  0.99924169 2776
9208 -1.9970298  0.99924177 2776
9209 -1.9970301  0.99924185 2776
9210 -1.9970304  0.99924193 2776
9211 -1.9970308  0.99924202 2776
9212 -1.9970311  0.9992421 2776
9213 -1.9970314  0.99924218 2776
9214 -1.9970312  0.99924213 2777
9215 -1.9970281  0.99924136 2779
9216 -1.9970262  0.99924087 2781
9217 -1.9970247  0.99924051 2782
9218 -1.9970233  0.99924018 2784
9219 -1.9970237  0.99924026 2784
9220 -1.997024  0.99924034 2784
9221 -1.9970243  0.99924042 2784
9222 -1.9970237  0.99924027 2785
9223 -1.9970238  0.99924029 2786
9224 -1.9970241  0.99924037 2786
9225 -1.9970244  0.99924045 2786
9226 -1.9970247  0.99924053 2786
9227 -1.997025  0.99924061 2786
9228 -1.9970254  0.9992407 2786
9229 -1.9970244  0.99924045 2787
9230 -1.9970225  0.99923999 2787
9231 -1.9970218  0.99923982 2788
9232 -1.9970222  0.9992399 2788
9233 -1.9970225  0.99923999 2788
9234 -1.9970228  0.99924007 2788
9235 -1.9970231  0.99924015 2788
9236 -1.9970231  0.99924014 2789
9237 -1.9970234  0.99924022 2790
9238 -1.9970237  0.9992403 2790
9239 -1.997024  0.99924038 2790
9240 -1.9970244  0.99924046 2790
9241 -1.9970247  0.99924055 2790
9242 -1.997025  0.99924063 2790
9243 -1.9970253  0.99924071 2790
9244 -1.9970256  0.99924079 2790
9245 -1.997026  0.99924087 2790
9246 -1.9970263  0.99924096 2790
9247 -1.9970266  0.99924104 2790
9248 -1.9970269  0.99924112 2790
9249 -1.9970272  0.9992412 2790
9250 -1.9970276  0.99924129 2790
9251 -1.9970279  0.99924137 2790
9252 -1.9970282  0.99924145 2790
9253 -1.9970285  0.99924153 2790
9254 -1.9970289  0.99924161 2790
9255 -1.9970292  0.9992417 2790
9256 -1.9970295  0.99924178 2790
9257 -1.9970292  0.9992417 2792
9258 -1.9970273  0.9992412 2794
9259 -1.9970253  0.99924065 2798
9260 -1.9970256  0.99924073 2798
9261 -1.9970259  0.99924081 2798
9262 -1.9970262  0.99924089 2798
9263 -1.9970266  0.99924097 2798
9264 -1.9970269  0.99924106 2798
9265 -1.9970272  0.99924114 2798
9266 -1.9970275  0.99924122 2798
9267 -1.9970278  0.9992413 2798
9268 -1.9970282  0.99924138 2798
9269 -1.9970285  0.99924147 2798
9270 -1.9970288  0.99924155 2798
9271 -1.9970287  0.99924153 2799
9272 -1.9970288  0.99924154 2800
9273 -1.9970291  0.99924162 2800
9274 -1.9970294  0.9992417 2800
9275 -1.9970283  0.99924142 2802
9276 -1.9970286  0.9992415 2802
9277 -1.9970289  0.99924159 2802
9278 -1.9970292  0.99924167 2802
9279 -1.9970296  0.99924175 2802
9280 -1.9970299  0.99924183 2802
9281 -1.9970302  0.99924191 2802
9282 -1.9970299  0.99924184 2805
9283 -1.9970294  0.99924173 2806
9284 -1.9970298  0.99924181 2806
9285 -1.9970293  0.99924169 2808
9286 -1.9970296  0.99924177 2808
9287 -1.9970299  0.99924185 2808
9288 -1.9970302  0.99924193 2808
9289 -1.9970305  0.99924201 2808
9290 -1.9970309  0.9992421 2808
9291 -1.9970312  0.99924218 2808
9292 -1.9970315  0.99924226 2808
9293 -1.997031  0.99924214 2809
9294 -1.997031  0.99924214 2810
9295 -1.9970313  0.99924222 2810
9296 -1.9970317  0.9992423 2810
9297 -1.997032  0.99924239 2810
9298 -1.9970323  0.99924247 2810
9299 -1.9970326  0.99924255 2810
9300 -1.9970329  0.99924263 2810
9301 -1.9970319  0.99924238 2811
9302 -1.9970305  0.99924203 2812
9303 -1.9970304  0.99924201 2813
9304 -1.9970306  0.99924205 2814
9305 -1.9970309  0.99924213 2814
9306 -1.9970312  0.99924221 2814
9307 -1.9970315  0.99924229 2814
