1 -0.4687  0.0970875 212
87404 -1.9969954  0.99909169 26815
87405 -1.9969955  0.9990917 26815
87406 -1.9969955  0.99909171 26815
87407 -1.9969954  0.99909168 26816
87408 -1.9969954  0.99909169 26817
87409 -1.9969954  0.9990917 26817
87410 -1.9969955  0.99909171 26817
87411 -1.9969955  0.99909172 26817
87412 -1.9969955  0.99909173 26817
87413 -1.9969956  0.99909174 26817
87414 -1.9969956  0.99909175 26817
87415 -1.9969956  0.99909176 26817
87416 -1.9969957  0.99909177 26817
87417 -1.9969957  0.99909177 26818
87418 -1.9969956  0.99909176 26819
87419 -1.9969956  0.99909177 26819
87420 -1.9969955  0.99909174 26820
87421 -1.9969953  0.9990917 26820
87422 -1.9969952  0.99909166 26821
87423 -1.9969952  0.99909167 26821
87424 -1.9969952  0.99909168 26821
87425 -1.9969953  0.99909169 26821
87426 -1.9969953  0.9990917 26821
87427 -1.9969953  0.99909171 26821
87428 -1.9969954  0.99909172 26823
87429 -1.9969954  0.99909173 26823
87430 -1.9969955  0.99909174 26823
87431 -1.9969954  0.99909174 26824
87432 -1.9969952  0.99909169 26824
87433 -1.9969951  0.99909165 26824
87434 -1.9969949  0.9990916 26824
87435 -1.9969947  0.99909155 26824
87436 -1.9969945  0.99909151 26824
87437 -1.9969943  0.99909146 26826
87438 -1.9969942  0.99909145 26827
87439 -1.9969943  0.99909146 26827
87440 -1.9969942  0.99909144 26828
87441 -1.996994  0.99909139 26829
87442 -1.9969937  0.99909128 26829
87443 -1.9969935  0.99909125 26831
87444 -1.9969936  0.99909126 26831
87445 -1.9969936  0.99909127 26831
87446 -1.9969936  0.99909128 26831
87447 -1.9969937  0.99909129 26831
87448 -1.9969937  0.9990913 26831
87449 -1.9969938  0.99909132 26831
87450 -1.9969936  0.99909128 26832
87451 -1.9969935  0.99909126 26833
87452 -1.9969936  0.99909127 26833
87453 -1.9969936  0.99909128 26833
87454 -1.9969936  0.99909129 26833
87455 -1.9969937  0.9990913 26833
87456 -1.9969937  0.99909132 26833
87457 -1.9969937  0.99909133 26833
87458 -1.9969938  0.99909134 26833
87459 -1.9969938  0.99909135 26833
87460 -1.9969938  0.99909136 26833
87461 -1.9969939  0.99909137 26833
87462 -1.9969939  0.99909138 26833
87463 -1.9969939  0.99909139 26833
87464 -1.996994  0.9990914 26833
87465 -1.996994  0.99909141 26833
87466 -1.996994  0.99909142 26833
87467 -1.9969941  0.99909143 26833
87468 -1.9969941  0.99909144 26833
87469 -1.9969941  0.99909145 26833
87470 -1.9969942  0.99909146 26833
87471 -1.9969942  0.99909147 26833
87472 -1.9969943  0.99909148 26833
87473 -1.9969943  0.99909149 26833
87474 -1.9969943  0.9990915 26833
87475 -1.9969944  0.99909151 26833
87476 -1.9969944  0.99909152 26833
87477 -1.9969944  0.99909153 26833
87478 -1.9969945  0.99909154 26833
87479 -1.9969945  0.99909155 26833
87480 -1.9969945  0.99909156 26833
87481 -1.9969946  0.99909157 26833
87482 -1.9969946  0.99909159 26833
87483 -1.9969945  0.99909157 26834
87484 -1.9969943  0.99909152 26834
87485 -1.9969941  0.99909147 26834
87486 -1.9969941  0.99909146 26835
87487 -1.9969941  0.99909147 26835
87488 -1.9969941  0.99909148 26835
87489 -1.9969942  0.99909149 26835
87490 -1.9969942  0.9990915 26835
87491 -1.9969942  0.99909151 26835
87492 -1.9969943  0.99909152 26835
87493 -1.9969943  0.99909153 26835
87494 -1.9969943  0.99909154 26835
87495 -1.9969944  0.99909155 26835
87496 -1.9969944  0.99909156 26835
87497 -1.9969944  0.99909157 26835
87498 -1.9969945  0.99909158 26835
87499 -1.9969945  0.99909159 26835
87500 -1.9969945  0.9990916 26835
87501 -1.9969946  0.99909161 26835
87502 -1.9969946  0.99909162 26835
87503 -1.9969946  0.99909163 26835
87504 -1.9969947  0.99909165 26835
87505 -1.9969947  0.99909166 26835
87506 -1.9969947  0.99909167 26835
87507 -1.9969948  0.99909168 26835
87508 -1.9969948  0.99909169 26835
87509 -1.9969948  0.9990917 26835
87510 -1.9969949  0.99909171 26835
87511 -1.9969949  0.99909172 26835
87512 -1.996995  0.99909173 26835
87513 -1.996995  0.99909174 26835
87514 -1.9969949  0.99909173 26836
87515 -1.9969949  0.99909171 26841
87516 -1.9969949  0.99909172 26841
87517 -1.9969949  0.99909173 26841
87518 -1.996995  0.99909175 26841
87519 -1.996995  0.99909176 26841
87520 -1.996995  0.99909177 26841
87521 -1.9969951  0.99909178 26841
87522 -1.9969951  0.99909179 26841
87523 -1.9969951  0.9990918 26841
87524 -1.9969952  0.99909181 26841
87525 -1.9969952  0.99909182 26841
87526 -1.9969953  0.99909183 26841
87527 -1.9969952  0.99909183 26842
87528 -1.996995  0.99909178 26842
87529 -1.996995  0.99909177 26843
87530 -1.996995  0.99909178 26843
87531 -1.9969951  0.99909179 26843
87532 -1.9969951  0.9990918 26843
87533 -1.9969951  0.99909181 26843
87534 -1.9969952  0.99909182 26843
87535 -1.9969952  0.99909183 26843
87536 -1.9969951  0.99909181 26845
87537 -1.9969948  0.99909173 26846
87538 -1.9969947  0.99909171 26847
87539 -1.9969947  0.99909172 26847
87540 -1.9969947  0.99909173 26847
87541 -1.9969948  0.99909174 26847
87542 -1.9969948  0.99909175 26847
87543 -1.9969948  0.99909176 26847
87544 -1.9969949  0.99909177 26847
87545 -1.9969949  0.99909178 26847
87546 -1.9969949  0.99909179 26847
87547 -1.996995  0.9990918 26847
87548 -1.996995  0.99909181 26847
87549 -1.9969951  0.99909182 26847
87550 -1.9969951  0.99909183 26847
87551 -1.9969951  0.99909184 26847
87552 -1.9969952  0.99909185 26847
87553 -1.9969952  0.99909186 26847
87554 -1.9969952  0.99909187 26847
87555 -1.9969953  0.99909188 26847
87556 -1.9969953  0.99909189 26847
87557 -1.9969953  0.9990919 26848
87558 -1.9969953  0.9990919 26849
87559 -1.9969953  0.99909191 26849
87560 -1.9969954  0.99909192 26850
87561 -1.9969954  0.99909193 26851
87562 -1.9969952  0.99909188 26852
87563 -1.9969952  0.99909188 26854
87564 -1.996995  0.99909183 26855
87565 -1.9969948  0.99909178 26857
87566 -1.9969948  0.99909179 26857
87567 -1.9969947  0.99909176 26859
87568 -1.9969947  0.99909177 26859
87569 -1.9969947  0.99909178 26859
87570 -1.9969948  0.99909179 26859
87571 -1.9969947  0.99909177 26862
87572 -1.9969945  0.99909173 26862
87573 -1.9969944  0.9990917 26863
87574 -1.9969944  0.99909171 26863
87575 -1.9969945  0.99909172 26863
87576 -1.9969945  0.99909173 26863
87577 -1.9969945  0.99909174 26863
87578 -1.9969946  0.99909175 26863
87579 -1.9969946  0.99909176 26863
87580 -1.9969946  0.99909177 26863
87581 -1.9969947  0.99909178 26863
87582 -1.9969947  0.99909179 26863
87583 -1.9969947  0.9990918 26863
87584 -1.9969948  0.99909181 26863
87585 -1.9969948  0.99909182 26863
87586 -1.9969948  0.99909183 26863
87587 -1.9969949  0.99909184 26863
87588 -1.9969949  0.99909185 26863
87589 -1.9969949  0.99909186 26863
87590 -1.996995  0.99909187 26863
87591 -1.996995  0.99909188 26863
87592 -1.996995  0.99909189 26863
87593 -1.9969951  0.9990919 26863
87594 -1.9969951  0.99909191 26863
87595 -1.9969951  0.99909192 26863
87596 -1.9969952  0.99909194 26863
87597 -1.9969952  0.99909195 26863
87598 -1.9969952  0.99909196 26863
87599 -1.9969953  0.99909197 26863
87600 -1.9969953  0.99909198 26863
87601 -1.9969954  0.99909199 26863
87602 -1.9969954  0.999092 26863
87603 -1.9969954  0.99909201 26863
87604 -1.9969954  0.999092 26864
87605 -1.9969952  0.99909195 26864
87606 -1.9969948  0.99909186 26866
87607 -1.9969946  0.99909177 26868
87608 -1.9969944  0.99909172 26869
87609 -1.9969944  0.99909173 26869
87610 -1.9969944  0.99909174 26869
87611 -1.9969945  0.99909175 26869
87612 -1.9969945  0.99909176 26869
87613 -1.9969945  0.99909178 26869
87614 -1.9969946  0.99909179 26869
87615 -1.9969945  0.99909176 26871
87616 -1.9969945  0.99909177 26871
87617 -1.9969945  0.99909178 26871
87618 -1.9969946  0.99909179 26871
87619 -1.9969946  0.9990918 26871
87620 -1.9969947  0.99909181 26871
87621 -1.9969947  0.99909182 26871
87622 -1.9969947  0.99909183 26871
87623 -1.9969948  0.99909184 26871
87624 -1.9969948  0.99909186 26871
87625 -1.9969948  0.99909187 26871
87626 -1.9969949  0.99909188 26871
87627 -1.9969949  0.99909189 26871
87628 -1.9969949  0.9990919 26871
87629 -1.996995  0.99909191 26871
87630 -1.996995  0.99909192 26871
87631 -1.996995  0.99909193 26871
87632 -1.9969951  0.99909194 26871
87633 -1.9969951  0.99909194 26873
87634 -1.9969949  0.9990919 26874
87635 -1.9969947  0.99909184 26875
87636 -1.9969942  0.99909174 26875
87637 -1.996994  0.99909167 26876
87638 -1.996994  0.99909167 26877
87639 -1.996994  0.99909168 26877
87640 -1.996994  0.99909169 26877
87641 -1.9969941  0.9990917 26877
87642 -1.9969941  0.99909171 26877
87643 -1.9969941  0.99909172 26877
87644 -1.9969942  0.99909173 26877
87645 -1.9969942  0.99909174 26877
87646 -1.996994  0.9990917 26878
87647 -1.996994  0.9990917 26879
87648 -1.996994  0.99909171 26879
87649 -1.9969941  0.99909172 26879
87650 -1.9969941  0.99909173 26879
87651 -1.9969941  0.99909174 26879
87652 -1.9969942  0.99909175 26879
87653 -1.9969942  0.99909176 26879
87654 -1.9969942  0.99909177 26879
87655 -1.9969943  0.99909178 26879
87656 -1.9969943  0.99909179 26879
87657 -1.9969943  0.9990918 26879
87658 -1.9969944  0.99909181 26879
87659 -1.9969943  0.99909179 26881
87660 -1.9969943  0.9990918 26881
87661 -1.9969943  0.99909181 26881
87662 -1.9969944  0.99909182 26881
87663 -1.9969942  0.99909177 26882
87664 -1.9969942  0.99909177 26883
87665 -1.9969942  0.99909178 26883
87666 -1.9969941  0.99909176 26884
87667 -1.9969939  0.99909172 26884
87668 -1.996994  0.99909172 26885
87669 -1.996994  0.99909173 26885
87670 -1.996994  0.99909175 26885
87671 -1.9969941  0.99909176 26885
87672 -1.9969941  0.99909177 26885
87673 -1.9969941  0.99909178 26885
87674 -1.9969942  0.99909179 26885
87675 -1.9969942  0.9990918 26885
87676 -1.9969942  0.99909181 26885
87677 -1.9969942  0.99909181 26887
87678 -1.9969943  0.99909182 26887
87679 -1.9969943  0.99909183 26887
87680 -1.9969943  0.99909184 26887
87681 -1.9969944  0.99909185 26887
87682 -1.9969944  0.99909186 26887
87683 -1.9969944  0.99909186 26888
87684 -1.9969942  0.99909182 26891
87685 -1.9969942  0.99909183 26891
87686 -1.9969943  0.99909184 26891
87687 -1.9969943  0.99909185 26891
87688 -1.9969943  0.99909186 26891
87689 -1.9969944  0.99909187 26891
87690 -1.9969944  0.99909188 26891
87691 -1.9969944  0.99909188 26892
87692 -1.9969942  0.99909183 26894
87693 -1.996994  0.99909178 26897
87694 -1.996994  0.99909179 26897
87695 -1.9969941  0.9990918 26897
87696 -1.9969941  0.99909182 26897
87697 -1.9969941  0.99909183 26897
87698 -1.9969942  0.99909184 26897
87699 -1.9969942  0.99909185 26897
87700 -1.9969943  0.99909186 26897
87701 -1.9969943  0.99909187 26897
87702 -1.9969943  0.99909188 26897
87703 -1.9969944  0.99909189 26897
87704 -1.9969944  0.9990919 26897
87705 -1.9969944  0.99909191 26897
87706 -1.9969945  0.99909192 26897
87707 -1.9969945  0.99909193 26897
87708 -1.9969945  0.99909194 26897
87709 -1.9969946  0.99909195 26897
87710 -1.9969946  0.99909196 26897
87711 -1.9969946  0.99909197 26897
87712 -1.9969947  0.99909198 26897
87713 -1.9969947  0.99909199 26897
87714 -1.9969947  0.999092 26897
87715 -1.9969948  0.99909201 26897
87716 -1.9969948  0.99909202 26897
87717 -1.9969948  0.99909203 26897
87718 -1.9969949  0.99909204 26897
87719 -1.9969949  0.99909205 26897
87720 -1.9969949  0.99909204 26898
87721 -1.9969947  0.999092 26898
87722 -1.9969947  0.99909201 26899
87723 -1.9969947  0.99909202 26899
87724 -1.9969948  0.99909203 26899
87725 -1.9969948  0.99909204 26899
87726 -1.9969948  0.99909205 26899
87727 -1.9969949  0.99909206 26899
87728 -1.9969949  0.99909207 26899
87729 -1.9969947  0.99909202 26900
87730 -1.9969945  0.99909198 26900
87731 -1.9969943  0.99909193 26900
87732 -1.9969941  0.99909188 26900
87733 -1.9969939  0.99909184 26900
87734 -1.9969937  0.99909179 26900
87735 -1.9969938  0.9990918 26901
87736 -1.9969938  0.99909181 26901
87737 -1.9969936  0.99909176 26902
87738 -1.9969935  0.99909174 26903
87739 -1.9969935  0.99909175 26903
87740 -1.9969936  0.99909176 26903
87741 -1.9969936  0.99909177 26903
87742 -1.9969936  0.99909177 26905
87743 -1.9969937  0.99909178 26905
87744 -1.9969937  0.99909179 26905
87745 -1.9969937  0.9990918 26905
87746 -1.9969938  0.99909181 26905
87747 -1.9969938  0.99909182 26905
87748 -1.9969938  0.99909183 26905
87749 -1.9969939  0.99909185 26905
87750 -1.9969939  0.99909186 26905
87751 -1.9969939  0.99909187 26905
87752 -1.996994  0.99909188 26905
87753 -1.996994  0.99909189 26905
87754 -1.996994  0.9990919 26905
87755 -1.9969938  0.99909184 26907
87756 -1.9969935  0.99909176 26908
87757 -1.9969933  0.99909172 26909
87758 -1.9969934  0.99909173 26909
87759 -1.9969934  0.99909174 26909
87760 -1.9969934  0.99909176 26909
87761 -1.9969935  0.99909177 26909
87762 -1.9969935  0.99909178 26909
87763 -1.9969935  0.99909178 26910
87764 -1.9969935  0.99909179 26911
87765 -1.9969936  0.9990918 26911
87766 -1.9969936  0.99909181 26911
87767 -1.9969935  0.99909179 26913
87768 -1.9969935  0.9990918 26913
87769 -1.9969936  0.99909181 26913
87770 -1.9969936  0.99909182 26913
87771 -1.9969936  0.99909183 26913
87772 -1.9969937  0.99909184 26913
87773 -1.9969937  0.99909185 26913
87774 -1.9969937  0.99909186 26913
87775 -1.9969938  0.99909187 26913
87776 -1.9969938  0.99909188 26913
87777 -1.9969938  0.99909189 26913
87778 -1.9969939  0.9990919 26913
87779 -1.9969939  0.99909191 26913
87780 -1.9969939  0.99909192 26913
87781 -1.996994  0.99909193 26913
87782 -1.996994  0.99909194 26913
87783 -1.9969941  0.99909195 26913
87784 -1.9969941  0.99909196 26913
87785 -1.9969941  0.99909196 26914
87786 -1.9969939  0.99909192 26914
87787 -1.9969939  0.99909192 26915
87788 -1.9969939  0.99909193 26915
87789 -1.996994  0.99909194 26915
87790 -1.996994  0.99909195 26915
87791 -1.996994  0.99909196 26915
87792 -1.9969941  0.99909197 26915
87793 -1.996994  0.99909197 26917
87794 -1.9969941  0.99909198 26917
87795 -1.9969941  0.99909199 26917
87796 -1.9969942  0.999092 26917
87797 -1.9969942  0.99909201 26917
87798 -1.9969941  0.999092 26918
87799 -1.9969941  0.999092 26919
87800 -1.9969942  0.99909201 26919
87801 -1.9969942  0.99909202 26919
87802 -1.9969942  0.99909203 26919
87803 -1.9969943  0.99909205 26919
87804 -1.9969943  0.99909206 26919
87805 -1.9969943  0.99909207 26919
87806 -1.9969944  0.99909208 26919
87807 -1.9969944  0.99909209 26919
87808 -1.9969942  0.99909204 26921
87809 -1.9969938  0.99909194 26924
87810 -1.9969937  0.99909192 26925
87811 -1.9969938  0.99909193 26925
87812 -1.9969938  0.99909194 26925
87813 -1.9969938  0.99909195 26927
87814 -1.9969939  0.99909196 26927
87815 -1.9969939  0.99909197 26927
87816 -1.9969939  0.99909198 26927
87817 -1.996994  0.99909199 26927
87818 -1.996994  0.999092 26927
87819 -1.996994  0.99909201 26927
87820 -1.9969941  0.99909202 26927
87821 -1.9969941  0.99909203 26927
87822 -1.9969941  0.99909204 26927
87823 -1.9969942  0.99909205 26927
87824 -1.9969942  0.99909206 26927
87825 -1.9969942  0.99909207 26927
87826 -1.9969943  0.99909208 26927
87827 -1.9969943  0.99909209 26927
87828 -1.9969943  0.9990921 26927
87829 -1.9969944  0.99909211 26927
87830 -1.9969944  0.99909212 26927
87831 -1.9969944  0.99909211 26929
87832 -1.9969944  0.99909212 26929
87833 -1.9969944  0.99909213 26929
87834 -1.9969945  0.99909215 26929
87835 -1.9969945  0.99909216 26929
87836 -1.9969945  0.99909217 26929
87837 -1.9969946  0.99909218 26929
87838 -1.9969946  0.99909219 26929
87839 -1.9969946  0.9990922 26929
87840 -1.9969947  0.99909221 26929
87841 -1.9969947  0.9990922 26930
87842 -1.9969947  0.99909221 26931
87843 -1.9969947  0.99909222 26931
87844 -1.9969946  0.9990922 26932
87845 -1.9969946  0.99909221 26933
87846 -1.9969947  0.99909222 26933
87847 -1.9969947  0.99909223 26933
87848 -1.9969947  0.99909224 26933
87849 -1.9969948  0.99909225 26933
87850 -1.9969946  0.99909221 26935
87851 -1.9969943  0.99909212 26937
87852 -1.996994  0.99909205 26938
87853 -1.9969938  0.99909201 26938
87854 -1.9969937  0.99909198 26939
87855 -1.9969936  0.99909194 26940
87856 -1.9969934  0.99909189 26940
87857 -1.9969932  0.99909186 26941
87858 -1.9969932  0.99909187 26943
87859 -1.9969933  0.99909188 26943
87860 -1.9969933  0.99909189 26943
87861 -1.9969933  0.9990919 26943
87862 -1.9969934  0.99909191 26943
87863 -1.9969934  0.99909192 26943
87864 -1.9969934  0.99909193 26943
87865 -1.9969935  0.99909194 26943
87866 -1.9969935  0.99909195 26943
87867 -1.9969935  0.99909196 26943
87868 -1.9969936  0.99909197 26943
87869 -1.9969934  0.99909193 26944
87870 -1.9969934  0.99909192 26945
87871 -1.9969934  0.99909193 26945
87872 -1.9969934  0.99909194 26945
87873 -1.9969935  0.99909195 26945
87874 -1.9969933  0.99909191 26946
87875 -1.9969931  0.99909187 26946
87876 -1.9969931  0.99909186 26947
87877 -1.9969931  0.99909187 26947
87878 -1.9969931  0.99909188 26947
87879 -1.9969932  0.99909189 26949
87880 -1.9969932  0.9990919 26949
87881 -1.9969932  0.99909191 26949
87882 -1.9969933  0.99909192 26949
87883 -1.9969933  0.99909193 26949
87884 -1.9969933  0.99909194 26949
87885 -1.9969934  0.99909195 26949
87886 -1.9969934  0.99909196 26949
87887 -1.9969934  0.99909197 26949
87888 -1.9969935  0.99909198 26949
87889 -1.9969935  0.99909199 26949
87890 -1.9969935  0.999092 26949
87891 -1.9969936  0.99909201 26949
87892 -1.9969936  0.99909202 26949
87893 -1.9969936  0.99909203 26949
87894 -1.9969937  0.99909204 26949
87895 -1.9969935  0.999092 26952
87896 -1.9969935  0.99909199 26953
87897 -1.9969935  0.999092 26953
87898 -1.9969935  0.99909201 26953
87899 -1.9969936  0.99909202 26953
87900 -1.9969936  0.99909203 26953
87901 -1.9969936  0.99909204 26953
87902 -1.9969937  0.99909205 26953
87903 -1.9969937  0.99909206 26953
87904 -1.9969937  0.99909207 26953
87905 -1.9969937  0.99909205 26955
87906 -1.9969937  0.99909206 26955
87907 -1.9969937  0.99909207 26955
87908 -1.9969938  0.99909208 26955
87909 -1.9969938  0.99909209 26955
87910 -1.9969938  0.99909211 26955
87911 -1.9969939  0.99909212 26955
87912 -1.9969939  0.99909213 26955
87913 -1.9969939  0.99909214 26955
87914 -1.996994  0.99909215 26955
87915 -1.996994  0.99909216 26955
87916 -1.996994  0.99909217 26955
87917 -1.9969941  0.99909218 26955
87918 -1.9969941  0.99909219 26955
87919 -1.9969941  0.9990922 26955
87920 -1.9969942  0.99909221 26955
87921 -1.9969942  0.99909222 26955
87922 -1.9969942  0.99909223 26955
87923 -1.9969943  0.99909224 26955
87924 -1.9969943  0.99909225 26955
87925 -1.9969943  0.99909226 26956
87926 -1.996994  0.99909218 26959
87927 -1.996994  0.99909219 26959
87928 -1.9969941  0.9990922 26959
87929 -1.9969941  0.99909221 26959
87930 -1.9969941  0.99909222 26959
87931 -1.9969942  0.99909223 26959
87932 -1.9969942  0.99909224 26959
87933 -1.9969942  0.99909225 26959
87934 -1.9969943  0.99909226 26959
87935 -1.9969943  0.99909227 26959
87936 -1.9969943  0.99909228 26959
87937 -1.9969944  0.99909229 26959
87938 -1.9969944  0.9990923 26959
87939 -1.9969945  0.99909231 26959
87940 -1.9969945  0.99909232 26959
87941 -1.9969945  0.99909233 26959
87942 -1.9969943  0.99909229 26961
87943 -1.9969944  0.9990923 26961
87944 -1.9969944  0.99909231 26961
87945 -1.9969944  0.99909232 26961
87946 -1.9969945  0.99909233 26961
87947 -1.9969945  0.99909234 26961
87948 -1.9969946  0.99909235 26961
87949 -1.9969946  0.99909236 26961
87950 -1.9969946  0.99909237 26961
87951 -1.9969946  0.99909236 26962
87952 -1.9969946  0.99909236 26963
87953 -1.9969946  0.99909237 26963
87954 -1.9969946  0.99909238 26963
87955 -1.9969947  0.99909239 26963
87956 -1.9969947  0.9990924 26963
87957 -1.9969947  0.99909241 26963
87958 -1.9969948  0.99909242 26963
87959 -1.9969948  0.99909243 26963
87960 -1.9969948  0.99909244 26963
87961 -1.9969947  0.99909241 26965
87962 -1.9969944  0.9990923 26965
87963 -1.9969941  0.99909222 26967
87964 -1.9969941  0.99909222 26969
87965 -1.9969941  0.99909223 26969
87966 -1.9969941  0.99909224 26969
87967 -1.9969942  0.99909225 26969
87968 -1.9969942  0.99909226 26969
87969 -1.9969942  0.99909227 26969
87970 -1.9969943  0.99909228 26969
87971 -1.9969943  0.99909229 26969
87972 -1.9969943  0.9990923 26969
87973 -1.9969944  0.99909231 26969
87974 -1.9969944  0.99909232 26969
87975 -1.9969944  0.99909233 26969
87976 -1.9969945  0.99909234 26969
87977 -1.9969945  0.99909235 26969
87978 -1.9969945  0.99909236 26969
87979 -1.9969946  0.99909237 26969
87980 -1.9969946  0.99909238 26970
87981 -1.9969946  0.99909239 26971
87982 -1.9969946  0.9990924 26971
87983 -1.9969947  0.99909241 26971
87984 -1.9969947  0.99909241 26973
87985 -1.9969947  0.99909242 26973
87986 -1.9969947  0.99909243 26973
87987 -1.9969948  0.99909244 26973
87988 -1.9969948  0.99909245 26973
87989 -1.9969948  0.99909246 26973
87990 -1.9969949  0.99909247 26973
87991 -1.9969949  0.99909248 26973
87992 -1.9969949  0.99909249 26973
87993 -1.996995  0.99909249 26976
87994 -1.9969948  0.99909245 26976
87995 -1.9969946  0.99909241 26979
87996 -1.9969947  0.99909242 26979
87997 -1.9969947  0.99909243 26979
87998 -1.9969947  0.99909244 26979
87999 -1.9969948  0.99909245 26979
88000 -1.9969948  0.99909246 26979
88001 -1.9969948  0.99909247 26979
88002 -1.9969949  0.99909248 26979
88003 -1.9969949  0.99909249 26979
88004 -1.9969949  0.9990925 26979
88005 -1.996995  0.99909251 26979
88006 -1.996995  0.99909252 26979
88007 -1.996995  0.99909253 26979
88008 -1.9969951  0.99909254 26979
88009 -1.9969951  0.99909256 26979
88010 -1.9969951  0.99909257 26979
88011 -1.9969952  0.99909258 26979
88012 -1.9969952  0.99909259 26979
88013 -1.9969952  0.9990926 26979
88014 -1.9969953  0.99909261 26979
88015 -1.9969953  0.99909262 26979
88016 -1.9969953  0.99909262 26980
88017 -1.9969951  0.99909257 26981
88018 -1.9969947  0.99909245 26983
88019 -1.9969945  0.9990924 26984
88020 -1.9969943  0.99909236 26985
88021 -1.9969943  0.99909237 26986
88022 -1.9969942  0.99909233 26987
88023 -1.9969942  0.99909234 26987
88024 -1.9969942  0.99909235 26987
88025 -1.9969941  0.99909233 26988
88026 -1.996994  0.9990923 26989
88027 -1.996994  0.99909231 26989
88028 -1.9969941  0.99909232 26989
88029 -1.9969939  0.99909229 26991
88030 -1.996994  0.9990923 26991
88031 -1.996994  0.99909231 26991
88032 -1.996994  0.99909232 26991
88033 -1.9969941  0.99909233 26991
88034 -1.9969941  0.99909234 26991
88035 -1.9969941  0.99909235 26991
88036 -1.9969942  0.99909236 26991
88037 -1.9969942  0.99909237 26991
88038 -1.9969942  0.99909238 26991
88039 -1.9969943  0.99909239 26991
88040 -1.9969943  0.9990924 26991
88041 -1.9969942  0.99909239 26995
88042 -1.9969938  0.99909228 26995
88043 -1.9969936  0.99909223 26996
88044 -1.9969934  0.99909218 26996
88045 -1.9969934  0.99909218 26997
88046 -1.9969934  0.99909219 26997
88047 -1.9969935  0.9990922 26997
88048 -1.9969934  0.99909219 26998
88049 -1.9969932  0.99909214 26999
88050 -1.9969932  0.99909215 26999
88051 -1.9969933  0.99909216 26999
88052 -1.9969933  0.99909217 26999
88053 -1.9969933  0.99909218 26999
88054 -1.9969934  0.99909219 26999
88055 -1.9969934  0.9990922 26999
88056 -1.9969934  0.99909221 26999
88057 -1.9969935  0.99909222 26999
88058 -1.9969935  0.99909223 26999
88059 -1.9969935  0.99909224 26999
88060 -1.9969934  0.9990922 27000
88061 -1.9969932  0.99909217 27001
88062 -1.9969933  0.99909218 27001
88063 -1.9969933  0.99909219 27001
88064 -1.9969933  0.9990922 27001
88065 -1.9969934  0.99909221 27001
88066 -1.9969934  0.99909222 27002
88067 -1.9969932  0.99909218 27003
88068 -1.9969933  0.99909219 27003
88069 -1.9969933  0.9990922 27003
88070 -1.9969933  0.99909221 27003
88071 -1.9969934  0.99909222 27003
88072 -1.9969934  0.99909223 27003
88073 -1.9969934  0.99909225 27003
88074 -1.9969935  0.99909225 27005
88075 -1.9969934  0.99909224 27007
88076 -1.9969931  0.99909214 27008
88077 -1.996993  0.9990921 27009
88078 -1.996993  0.99909211 27009
88079 -1.996993  0.99909212 27009
88080 -1.9969931  0.99909213 27009
88081 -1.9969931  0.99909214 27009
88082 -1.9969931  0.99909213 27010
88083 -1.9969928  0.99909208 27012
88084 -1.9969926  0.99909203 27012
88085 -1.9969926  0.99909202 27013
88086 -1.9969926  0.99909203 27013
88087 -1.9969927  0.99909204 27013
88088 -1.9969927  0.99909205 27013
88089 -1.9969927  0.99909207 27013
88090 -1.9969928  0.99909208 27013
88091 -1.9969928  0.99909209 27013
88092 -1.9969928  0.9990921 27013
88093 -1.9969929  0.99909211 27013
88094 -1.9969929  0.99909212 27013
88095 -1.996993  0.99909213 27013
88096 -1.996993  0.99909214 27013
88097 -1.996993  0.99909215 27013
88098 -1.9969928  0.9990921 27014
88099 -1.9969928  0.99909209 27015
88100 -1.9969928  0.99909209 27017
88101 -1.9969927  0.99909208 27018
88102 -1.9969927  0.99909208 27019
88103 -1.9969927  0.99909209 27019
88104 -1.9969928  0.9990921 27019
88105 -1.9969928  0.99909211 27019
88106 -1.9969928  0.99909212 27019
88107 -1.9969928  0.9990921 27020
88108 -1.9969926  0.99909205 27020
88109 -1.9969925  0.99909204 27021
88110 -1.9969925  0.99909205 27021
88111 -1.9969926  0.99909206 27021
88112 -1.9969926  0.99909207 27021
88113 -1.9969926  0.99909208 27021
88114 -1.9969927  0.99909209 27021
88115 -1.9969927  0.9990921 27021
88116 -1.9969927  0.99909211 27021
88117 -1.9969928  0.99909212 27021
88118 -1.9969928  0.99909213 27021
88119 -1.9969928  0.99909214 27021
88120 -1.9969929  0.99909215 27021
88121 -1.9969929  0.99909216 27021
88122 -1.9969929  0.99909217 27021
88123 -1.996993  0.99909218 27021
88124 -1.996993  0.99909219 27021
88125 -1.996993  0.9990922 27021
88126 -1.9969931  0.99909221 27021
88127 -1.9969931  0.99909222 27021
88128 -1.9969931  0.99909223 27021
88129 -1.9969932  0.99909224 27021
88130 -1.9969932  0.99909225 27021
88131 -1.9969932  0.99909226 27021
88132 -1.9969933  0.99909227 27021
88133 -1.9969933  0.99909228 27021
88134 -1.9969933  0.99909229 27021
88135 -1.9969934  0.99909231 27021
88136 -1.9969934  0.99909232 27021
88137 -1.9969934  0.99909233 27021
88138 -1.9969934  0.99909232 27023
88139 -1.9969935  0.99909233 27023
88140 -1.9969935  0.99909234 27023
88141 -1.9969934  0.99909233 27024
88142 -1.9969934  0.99909233 27025
88143 -1.9969935  0.99909234 27025
